1,58.4
2,58.8
3,59.6
4,59.5
5,58
6,59
7,59
8,57.3
9,57.4
10,57.5
11,58.7
12,58.5
13,66.5
14,68
15,68.3
16,74
17,70.7
18,71.6
19,70.6
20,70.3
21,69.3
22,66.3
23,65.5
24,61.7
25,60.8
26,62.8
27,62.1
28,64.2
29,73.7
30,68.8
31,67.1
32,67.6
33,67.9
34,67
35,64.3
36,66.5
37,62
38,61.7
39,63.3
40,59.4
41,61.2
42,63.7
43,63.2
44,72.2
45,63.5
46,60.1
47,63
48,64.8
49,59.6
50,62
51,65.4
52,62.4
53,71.4
54,67.4
55,68.3
56,64.7
57,70.4
58,66
59,72.2
60,72.3
61,63
62,73.2
63,68.5
64,70.5
65,67.6
66,70.8
67,64.5
68,65
69,69
70,66.2
71,71.4
72,67.5
73,70.7
74,68.8
75,66
76,68.8
77,63.8
78,69.7
79,65.1
80,67.4
81,63.9
82,70.2
83,64.6
84,60.9
85,64.3
86,68.1
87,63.6
88,62.1
89,68.4
90,64.4
91,61.2
92,63.4
93,67.8
94,63
95,60.4
96,63
97,62.4
98,59.2
99,65.5
100,62.2
101,61
102,66.8
103,75.8
104,68
105,72.7
106,72.2
107,70.4
108,74.1
109,65.9
110,66.7
111,72.7
112,68.4
113,75.8
114,74.5
115,65.3
116,67.1
117,70.1
118,70.1
119,65.3
120,66.1
121,67.1
122,69.5
123,64
124,64.8
125,66
126,61.7
127,58.2
128,66
129,76.8
130,62.7
131,65.5
132,76.3
133,61
134,60.8
135,64.1
136,58.4
137,63.4
138,71.2
139,65.1
140,76
141,67.4
142,70.1
143,81.6
144,70.3
145,68.4
146,68.9
147,76.8
148,66
149,69.4
150,73.5
151,82.3
152,82.5
153,72.8
154,69.6
155,72.5
156,77.5
157,72.8
158,73.6
159,74.6
160,73.7
161,75.1
162,73.2
163,75.4
164,77.2
165,75.8
166,60.8
167,68.1
168,82
169,62.6
170,63.2
171,66.6
172,82.3
173,63.9
174,73.1
175,77.2
176,61.3
177,67.9
178,82.3
179,67
180,73
181,84.8
182,71.9
183,67.6
184,80.6
185,88.9
186,70.1
187,69.5
188,77
189,76.1
190,68.9
191,76.2
192,69.2
193,68.3
194,69.6
195,86.7
196,77.3
197,66.5
198,75.5
199,85.7
200,72.5
201,80.3
202,92.8
203,71.9
204,86.8
205,90.4
206,77.4
207,73.9
208,74.4
209,77.9
210,76.2
211,74.3
212,69.8
213,91
214,74
215,69.7
216,70.7
217,74.1
218,85.2
219,71.6
220,60.7
221,76.2
222,80.9
223,70.9
224,63.1
225,73
226,63.3
227,76.9
228,79.1
229,66.3
230,68
231,65.6
232,64.3
233,64.1
234,69.4
235,67.3
236,63.4
237,85.5
238,78.2
239,64.5
240,69.6
241,69.6
242,73
243,73.2
244,73.1
245,73.5
246,72.2
247,70.3
248,70.8
249,71.4
250,73.7
251,69.7
252,68.6
253,71.6
254,64.8
255,68.3
256,68.1
257,66.2
258,66.4
259,66.7
260,65.2
261,70.6
262,63.7
263,63.5
264,78.1
265,61.5
266,65.5
267,71.5
268,69.9
269,73.2
270,64.9
271,64.7
272,64.8
273,66.3
274,65
275,63
276,64.8
277,64
278,60.9
279,65.4
280,61.6
281,60.6
282,63.3
283,61.3
284,64.1
285,66.5
286,62.1
287,59.1
288,60.4
289,59.5
290,65
291,58.6
292,57.5
293,59.6
294,57.4
295,60.9
296,58.6
297,57.5
298,60
299,57.3
300,60.9
301,58.4
302,57.2
303,59.8
304,57.2
305,58.2
306,62
307,58
308,58.9
309,60
310,59.3
311,71.6
312,81.8
313,59.5
314,60.1
315,57.7
316,61.2
317,58.3
318,58.3
319,60.1
320,59.2
321,61
322,60.5
323,57.3
324,60.1
325,57.7
326,58.3
327,62.8
328,58.6
329,59.4
330,58
331,59.8
332,59.9
333,59.5
334,57.1
335,57.4
336,57.4
337,58
338,66.8
339,75.7
340,68.6
341,70
342,73.6
343,74.3
344,77
345,71.7
346,62.2
347,72
348,76.1
349,65.5
350,75.5
351,70.7
352,68.3
353,73.2
354,72.9
355,71
356,67.6
357,73.7
358,60.8
359,71.9
360,83
361,81.2
362,73.7
363,73.8
364,70.8
365,88.6
366,71.6
367,60.6
368,77.2
369,88.3
370,72.3
371,77.5
372,87.5
373,72.4
374,80.3
375,82.5
376,76.9
377,76
378,80.9
379,61
380,75.9
381,70.8
382,62.5
383,73
384,73.7
385,61.2
386,64.8
387,63.6
388,74.9
389,68.5
390,64.6
391,74.5
392,68.2
393,73.2
394,72.8
395,63.8
396,60.4
397,63
398,80.8
399,63.2
400,59.1
401,78.7
402,68.3
403,61.6
404,67.9
405,91.4
406,79.2
407,72.7
408,91.6
409,88.1
410,81.1
411,91.5
412,93.1
413,93.5
414,76.9
415,81
416,89.2
417,86
418,80.3
